780,1,0.43125,0.68125
790,1,0.43958,0.73681
800,1,0.44844,0.79375
800,2,0.52552,0.95347
810,1,0.4625,0.85
810,2,0.52031,0.86667
820,1,0.47552,0.90903
820,2,0.52083,0.82708
830,2,0.52552,0.77014
830,3,0.55573,0.8875
840,2,0.53438,0.73125
840,3,0.56094,0.85625
850,2,0.53646,0.68819
850,3,0.56146,0.80694
850,4,0.47656,0.24861
850,5,0.45365,0.24444
850,6,0.5224,0.85278
860,2,0.54115,0.64861
860,3,0.55833,0.76319
860,4,0.47604,0.2875
860,5,0.4526,0.28333
860,6,0.52448,0.80208
870,2,0.54375,0.61042
870,3,0.55781,0.71875
870,4,0.475,0.33125
870,5,0.44844,0.32708
870,6,0.52188,0.75417
880,2,0.54479,0.57708
880,3,0.55573,0.67986
880,4,0.4724,0.37292
880,5,0.44583,0.36875
880,6,0.525,0.70694
890,2,0.54844,0.54792
890,3,0.55365,0.63958
890,4,0.47135,0.41736
890,5,0.44479,0.41389
890,6,0.52396,0.66389
900,2,0.55313,0.51875
900,3,0.55156,0.6
900,4,0.47031,0.46042
900,5,0.44375,0.45833
900,6,0.52656,0.62292
910,2,0.55885,0.50139
910,3,0.55625,0.56736
910,4,0.46875,0.51319
910,5,0.44531,0.50486
910,6,0.525,0.58056
920,2,0.57344,0.48403
920,3,0.55833,0.53611
920,4,0.47031,0.55903
920,5,0.44688,0.55069
920,6,0.52552,0.54236
930,2,0.5625,0.47083
930,3,0.55469,0.51042
930,4,0.47031,0.60625
930,5,0.44688,0.59792
930,6,0.52031,0.50833
930,7,0.525,0.86667
940,2,0.57656,0.45833
940,3,0.5526,0.49375
940,4,0.48229,0.66111
940,5,0.4526,0.64861
940,6,0.5224,0.46875
940,7,0.5276,0.79375
950,2,0.58073,0.43681
950,3,0.55208,0.47847
950,4,0.48594,0.71042
950,5,0.45521,0.69931
950,6,0.52083,0.43472
950,7,0.5276,0.72708
950,8,0.30156,0.22222
960,2,0.58438,0.40833
960,3,0.55,0.45208
960,4,0.49219,0.7625
960,5,0.45937,0.75417
960,6,0.52656,0.40833
960,7,0.51719,0.66042
960,8,0.325,0.25
970,2,0.58229,0.37361
970,3,0.54531,0.42778
970,4,0.50104,0.80903
970,5,0.46823,0.80069
970,6,0.52188,0.38403
970,7,0.51354,0.59792
970,8,0.33854,0.27708
980,2,0.57396,0.34375
980,3,0.5526,0.40208
980,4,0.50885,0.85833
980,5,0.46406,0.85069
980,6,0.51667,0.35903
980,7,0.50521,0.54028
980,8,0.35625,0.30625
990,2,0.55781,0.31458
990,3,0.55156,0.36667
990,6,0.51406,0.33333
