10,1,1.1712594965619259,5.309381300385778
10,2,10.364491435232015,13.037190596849694
10,3,14.16513263013494,14.97119092473148
10,4,16.07788910927281,10.616723424388589
10,5,15.897324144992545,9.452250941643262
10,6,9.614429767364193,5.767728909702901
10,7,1.4284586973000788,1.826743551715076
10,8,7.573486182042415,-1.4858545174212854
10,10,22.299758151349536,-0.003128709930794998
10,11,25.713394470673254,2.835186648292829
10,12,30.970517235203044,6.820252415029685
10,13,33.50012688793662,8.889912252563693
10,14,24.57636317159309,13.10201783487722
10,15,17.341762216124287,-0.8948813886057592
20,1,0.3728066834938698,5.229592968610465
20,2,9.534899211139724,12.962614195622962
20,3,14.858266258916842,15.037041901011692
20,4,16.752875744902465,10.571117119805201
20,5,16.577868551950125,9.508189360854406
20,6,8.812419281816855,5.6474323640244
20,7,2.012521957083162,1.923923069472575
20,8,6.949105751333684,-1.6716465124000293
20,10,22.717163547268125,-0.11315674131255167
20,11,26.098074766931262,3.0024719049649873
20,12,31.69103866817252,6.959322520546853
20,14,25.247807821786143,13.100156693922319
20,15,16.6257108238658,-1.0592324153272077
20,16,8.341453385849988,-2.226957774468561
30,1,-0.3705170108991137,5.150596407694446
30,2,8.694857908221154,12.95620903275994
30,3,15.350937793325764,14.842921445948194
30,4,17.651526816955787,10.631187379986281
30,5,17.272933564108726,9.479008112118827
30,6,8.221478235763001,5.6842778611923785
30,7,2.632969814131951,1.9998894644169367
30,8,6.345185624104318,-1.8699006108987282
30,11,26.728755495572077,3.1028714430703324
30,12,32.45244178386296,7.039678576847061
30,14,25.926415985328,13.154224169067584
30,15,16.102167277104144,-1.0955248617377582
30,16,7.634472153352107,-2.196184499619548
40,2,7.868776841473311,12.900852181556829
40,3,16.044754307051985,14.925596619486608
40,4,18.352078703749804,10.655684774937544
40,5,17.898698548153167,9.506641496148594
40,6,7.530787095510153,5.677701905602465
40,7,3.2312540518333512,2.1270316149445754
40,8,5.716631680038085,-2.145726002397888
40,11,27.56537280452769,3.2861211584964964
40,12,33.543239592864914,7.155639010650809
40,14,26.31801829096581,12.981809478085546
40,16,6.96773498422844,-2.1005647602637607
50,2,7.080961365577899,12.93636561260755
50,3,16.92531592162478,15.149343555256554
50,4,18.861598057847726,10.421470624410764
50,5,18.60875483678655,9.478332866906566
50,6,6.780056881902899,5.578462236780497
50,7,3.8680251582725864,2.1992229799932237
50,8,5.090108554337771,-2.353135699745204
50,11,28.34550427882032,3.5053963735483595
50,14,26.889804006721846,13.056491231416992
50,16,6.329307096696446,-2.088830170880083
50,17,31.507907986742588,13.514288649379575
60,3,17.617986783297763,15.16238982913661
60,4,19.733370809625626,10.54336507333817
60,5,19.33619582122783,9.516838129202247
60,6,6.0080582241352385,5.540460195215995
60,7,4.497195321555337,2.3342322656828998
60,11,29.00938109458641,3.5780794159059006
60,14,27.720804210105744,12.926537257904707
60,16,5.592588207482854,-2.0751221381041502
60,17,30.741515540882908,13.547372765072613
70,3,18.131496889059,15.131375704552354
70,4,20.476133772321084,10.503922780086832
70,5,20.107822227010153,9.526770203707617
70,6,5.24797088407594,5.401546181177464
70,7,5.090994157377669,2.348987601838309
70,11,29.482131175080994,3.720289742659054
70,14,28.292677175574976,12.85473964768112
70,16,4.889519377958564,-2.173831177538606
70,17,29.942216269331784,13.51906171715791
80,3,18.74572013474675,15.098389713671017
80,4,21.34357218886171,10.55065271650302
80,5,20.823095739925527,9.511185620740932
80,6,4.62679258434855,5.403207513712519
80,7,5.701567105209479,2.458924891755633
80,11,30.1209910335493,3.8000587222007605
80,14,28.76124411661174,12.807889382114679
80,16,4.231161713780416,-2.226596156044308
80,17,29.16399298479291,13.529253437913031
80,18,12.557184967919397,-1.3085238420973835
90,3,19.667503885996204,15.282958315082157
90,4,22.102043001710406,10.626301350941372
90,5,21.605215951082737,9.547824245519239
90,6,3.8715091338184333,5.328548803452327
